RJML,SSBL,Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,CJPL
HAL,avail,Richie Palacios,2024,L,TBR,27,1.421,88,301,680700,2024,253,59,8,1,5,66,42,21.9,14,0.233,0.332,0.35,0.682,0.295,21,1,19,453,171,4,4,2,0,1,46,737,0.253,0.35,0.309,0.325,0.368,3.7,4.8,30.3,1213,25.4,188,35.28,4.8,206,38.8,308,7,9,57,7.899999999999999,0.487,24589,-1.0412,4.8262,3.1664,104.7969,"Palacios, Richie",4975,Richie Palacios*,TBT
BRA,TBD,Gleyber Torres,2024,R,NYY,27,1.4147,147,638,650402,2024,562,142,23,0,14,130,63,20.4,9.9,0.253,0.368,0.327,0.695,0.3,59,3,4,959,443,6,3,0,2,8,74,1675,0.24,0.374,0.308,0.308,0.319,6.1,5.9,26.2,2720,22.9,442,72.189,4.4,389,38.2,623,27,26,116,10.499999999999998,0.492,16997,-3.9426,-3.5304,-3.4705,99.9184,"Torres, Gleyber",4,Gleyber Torres,MMA
RAC,SIP,Maikel Garcia,2024,R,KCR,24,1.4043,149,606,672580,2024,559,133,27,5,7,98,38,16.2,6.3,0.238,0.342,0.284,0.626,0.275,58,2,37,784,466,6,0,0,4,5,84,1450,0.27,0.384,0.274,0.307,0.316,3.8,4.9,27.2,2276,15.5,470,60.466,3.7,397,35.9,353,18,23,128,9.899999999999999,0.489,22715,4.6506,-11.1618,8.1303,72.3065,"Garcia, Maikel",546,Maikel Garcia,WAW
HAR,WC,Zack Gelof,2024,R,OAK,24,1.4026,130,521,680869,2024,474,101,20,2,17,177,37,34,7.1,0.213,0.371,0.274,0.645,0.296,48,3,23,623,287,7,4,0,2,4,57,1283,0.202,0.359,0.281,0.276,0.267,9.2,6.3,22.1,1960,36.5,303,51.113,3.5,320,37.6,715,28,19,67,26.9,0.538,29766,1.5868,-5.2904,3.4364,85.4291,"Gelof, Zack",4,Zack Gelof,OBS
SV,CW,Lane Thomas,2024,R,- - -,28,1.4004,124,512,657041,2024,456,110,26,3,14,134,44,26.2,8.6,0.241,0.404,0.314,0.718,0.307,60,14,32,683,396,5,7,1,0,5,62,1260,0.248,0.384,0.313,0.312,0.322,7.3,7.3,28.7,2012,23.5,327,59.973,4.4,356,43.3,473,24,24,94,17.6,0.485,16939,-8.2153,4.6942,3.6501,101.5778,"Thomas, Lane",98,Lane Thomas,ANG
PR,WAU,Ryan Mountcastle,2024,R,BAL,27,1.3809,118,485,663624,2024,452,120,29,2,13,106,27,21.9,5.6,0.265,0.425,0.305,0.73,0.317,61,0,3,536,226,13,1,0,0,5,53,1248,0.276,0.46,0.314,0.337,0.319,8.8,8,25.4,1822,24.3,351,56.628,4.4,311,42.2,443,31,28,89,16.299999999999997,0.522,18373,-6.134,3.4161,-0.4874,107.0013,"Mountcastle, Ryan",3,Ryan Mountcastle,SEA
PR,MVR,Gavin Lux,2024,L,LAD,26,1.3405,132,464,666158,2024,419,103,22,2,10,104,41,22.4,8.8,0.246,0.379,0.315,0.694,0.303,48,2,5,632,324,8,2,0,0,2,54,1153,0.259,0.387,0.305,0.316,0.329,6,6.3,28.7,1850,23.4,317,50.947,4.2,289,41,433,19,20,91,13.599999999999998,0.483,19955,-1.5275,-1.0146,0.689,96.9317,"Lux, Gavin",4,Gavin Lux*,MBL
GNB,SLB,Lars Nootbaar,2024,L,STL,26,1.3166,102,379,663457,2024,329,81,17,2,10,76,46,20.1,12.1,0.246,0.401,0.336,0.737,0.289,40,3,7,559,371,9,0,2,1,3,33,945,0.267,0.465,0.322,0.354,0.355,9.7,7.8,22.6,1539,19.2,257,45.26,4.6,237,40.1,295,25,20,58,8.000000000000002,0.48,21454,-4.0339,4.1082,0.5579,107.8284,"Nootbaar, Lars",978,Lars Nootbaar*,STL
CK,SR,Randal Grichuk,2024,R,ARI,32,1.3141,100,270,545341,2024,246,70,19,2,11,46,19,17,7,0.285,0.512,0.341,0.853,0.309,43,0,0,345,171,5,3,0,0,2,37,664,0.279,0.491,0.364,0.361,0.339,10.4,7.9,22.8,1052,20.7,202,42.778,6.3,212,41.1,218,21,16,46,10,0.473,10243,-7.4368,11.1392,0.5042,132.9174,"Grichuk, Randal",97,Randal Grichuk,ILK
VAN,avail,Trevor Larnach,2024,L,MIN,27,1.3124,107,381,663616,2024,337,85,17,0,15,86,39,22.6,10.2,0.252,0.436,0.333,0.769,0.294,49,1,4,546,265,12,3,0,0,2,57,935,0.262,0.477,0.335,0.353,0.342,10.7,8.3,23.3,1519,28.2,253,48.185,4.9,271,42.3,428,27,21,59,12.400000000000002,0.475,21501,-7.2335,7.3067,-1.4403,119.9714,"Larnach, Trevor",79,Trevor Larnach*,TBT
DAY,KR,Jeff McNeil,2024,L,NYM,32,1.3015,129,472,643446,2024,424,101,26,0,12,68,35,14.4,7.4,0.238,0.384,0.308,0.692,0.256,44,1,5,521,190,6,9,1,1,3,57,1138,0.237,0.34,0.303,0.289,0.309,3.1,6.1,25.3,1711,17.4,360,52.294,4.2,295,34.5,298,11,22,91,7,0.52,15362,0.1776,-3.366,-1.9375,97.4707,"McNeil, Jeff",497,Jeff McNeil*,GAP
RAC,MVR,Josh Lowe,2024,L,TBR,26,1.2595,98,363,666139,2024,330,80,18,2,10,112,31,30.9,8.5,0.242,0.4,0.306,0.706,0.333,31,1,24,508,213,2,0,4,0,2,35,1011,0.229,0.394,0.303,0.297,0.295,10.5,6.8,25.5,1565,31.7,220,45.384,4.8,240,42.8,496,23,15,56,22.4,0.526,19953,-3.4739,3.6324,3.1816,101.0802,"Lowe, Josh",978,Josh Lowe*,WAW
CC,TT,George Springer,2024,R,TOR,34,1.2569,140,596,543807,2024,529,116,18,3,19,113,58,19,9.7,0.219,0.372,0.303,0.675,0.243,56,1,15,757,324,16,6,0,0,2,73,1413,0.249,0.417,0.298,0.327,0.33,9.3,4.5,21.5,2233,25.4,418,60.948,3.8,369,35.3,567,39,19,90,9.3,0.501,12856,-7.3758,-0.2325,3.3548,94.7642,"Springer III, George",98,George Springer,FMB
DV,OCS,Tyrone Taylor,2024,R,NYM,30,1.2421,122,323,621438,2024,297,74,21,3,7,76,19,23.5,5.9,0.249,0.411,0.304,0.715,0.312,34,2,10,360,227,4,5,1,1,1,46,828,0.256,0.402,0.309,0.31,0.311,7.6,7.2,25.1,1246,22.4,223,38.23,4.5,224,39.9,279,17,16,56,17.6,0.522,13675,0.0564,1.1711,0.58,101.5293,"Taylor, Tyrone",987,Tyrone Taylor,GDJ
avail,avail,Michael Siani,2024,L,STL,24,1.2371,116,316,672279,2024,284,67,7,2,2,87,17,27.5,5.4,0.236,0.296,0.285,0.581,0.332,20,3,19,353,229,2,3,0,11,1,39,809,0.209,0.272,0.26,0.241,0.261,2.4,2.4,23.4,1196,29.1,209,27.33,3.2,186,28.2,348,5,5,49,22.1,0.578,22557,11.0906,-9.6769,3.2032,65.9369,"Siani, Michael",897,Michael Siani*,avail
SV,IR,Johan Rojas,2024,R,PHI,23,1.2201,116,354,679032,2024,331,80,12,3,3,67,13,18.9,3.7,0.242,0.323,0.279,0.602,0.295,32,4,25,353,260,7,4,0,6,0,46,881,0.231,0.301,0.266,0.253,0.268,2.6,3.7,19.3,1297,22.9,270,30.984,3.1,219,25.6,297,7,10,52,15.2,0.573,24336,8.7486,-8.7727,4.7523,68.0711,"Rojas, Johan",8,Johan Rojas,OBS
avail,avail,Andy Pages,2024,R,LAD,23,1.2171,111,427,681624,2024,390,98,23,1,11,103,27,24.1,6.3,0.251,0.4,0.307,0.707,0.311,43,2,1,534,233,8,6,0,0,4,60,1081,0.255,0.424,0.308,0.322,0.314,10.3,6.5,26.5,1651,25.8,291,47.374,4.2,272,43.3,426,30,19,77,17.8,0.502,24816,-1.1628,-1.3368,-0.5409,98.4424,"Pages, Andy",897,Andy Pages,OBS
RAM,SIP,Rob Refsnyder,2024,R,BOS,33,1.1923,93,307,608701,2024,272,77,16,1,11,78,28,25.4,9.1,0.283,0.471,0.359,0.83,0.359,40,2,2,398,214,6,5,2,0,1,32,769,0.256,0.421,0.358,0.328,0.335,9.7,4.6,27.7,1202,28.1,195,45.873,6.1,216,42,338,19,9,54,16.299999999999997,0.503,13770,-7.8067,9.1736,-1.1801,129.3379,"Refsnyder, Rob",79,Rob Refsnyder,TBT
HIG,avail,Jose Miranda,2024,R,MIN,26,1.1916,119,425,669304,2024,397,114,28,4,9,64,18,15.1,4.2,0.287,0.446,0.325,0.771,0.32,49,2,2,473,215,13,6,1,0,4,44,1011,0.262,0.406,0.331,0.309,0.304,5.9,7.7,21.4,1521,22.4,337,53.86,4.8,272,35,341,20,26,72,10.899999999999999,0.51,20538,-7.1841,4.6237,-3.5729,116.7771,"Miranda, Jose",53,Jose Miranda,STL
DAY,avail,Alex Call,2024,R,WSN,29,1.1628,30,113,669743,2024,99,34,9,0,3,19,12,16.8,10.6,0.343,0.525,0.425,0.95,0.403,14,1,5,173,94,2,2,0,0,0,15,307,0.25,0.375,0.412,0.32,0.343,5,6.3,27.5,493,18.8,80,23.193,9.2,94,38.8,93,4,5,22,6.200000000000001,0.497,19296,-1.9528,9.4472,0.363,167.1827,"Call, Alex",98,Alex Call,LWC
CC,ECB,Justin Turner,2024,R,- - -,39,1.1622,132,517,457759,2024,442,114,23,0,11,92,57,17.8,11,0.258,0.385,0.354,0.739,0.299,49,2,0,782,390,16,12,2,0,6,57,1385,0.253,0.388,0.327,0.33,0.353,4.5,6.7,29.8,2230,17,356,60.811,4.7,316,41,379,16,24,106,6.800000000000001,0.49,5235,-11.5783,5.676,-4.1462,116.5268,"Turner, Justin",35,Justin Turner,GAP
NA,NA,Max Schuemann,2024,R,OAK,27,1.1574,127,445,680474,2024,385,84,13,0,7,116,46,26.1,10.3,0.218,0.306,0.307,0.613,0.289,34,1,14,624,351,8,5,0,5,4,53,1108,0.221,0.342,0.278,0.294,0.312,5.8,6.8,24.1,1777,28.2,278,40.552,3.4,259,36.7,501,16,19,67,15.8,0.509,24488,2.8771,-6.4341,2.2402,83.043,"Schuemann, Max",65478,Max Schuemann,NA
GH,WAU,Michael Massey,2024,L,KCR,26,1.1562,92,337,686681,2024,316,80,15,2,13,52,13,15.4,3.9,0.253,0.437,0.284,0.721,0.263,41,0,1,368,207,9,2,1,2,4,43,846,0.262,0.424,0.306,0.311,0.295,7,7.4,24.4,1248,17.8,270,37.074,4,218,38.8,222,19,20,66,11.5,0.51,27684,1.6987,-1.6793,0.3149,94.8526,"Massey, Michael",4,Michael Massey*,MBL
RAM,SSF,Jake Fraley,2024,L,CIN,29,1.1237,109,362,641584,2024,330,92,17,2,5,70,26,19.3,7.2,0.279,0.388,0.334,0.722,0.337,26,5,20,382,118,5,3,0,0,3,43,844,0.245,0.326,0.317,0.285,0.307,3,3.8,25.5,1268,21.8,263,45.228,4.9,231,32.3,276,8,10,67,12.100000000000001,0.532,19260,-1.6951,0.4671,1.8523,96.8022,"Fraley, Jake",97,Jake Fraley*,OCG
RM,TBD,Joey Bart,2024,R,PIT,27,1.1193,75,262,663698,2024,234,61,9,0,13,67,21,25.6,8,0.261,0.466,0.336,0.802,0.31,44,0,0,349,201,8,6,0,0,1,36,651,0.252,0.453,0.348,0.339,0.329,10.1,3,29.2,1029,26,168,35.585,5.3,195,42.3,268,17,5,49,17.6,0.495,21524,-3.1052,5.1858,-1.4056,121.0247,"Bart, Joey",2,Joey Bart,avail
NA,NA,James Wood,2024,L,WSN,21,1.1055,71,306,695578,2024,267,70,12,3,8,88,37,28.8,12.1,0.262,0.419,0.356,0.775,0.363,39,8,14,464,280,1,2,1,0,0,39,753,0.268,0.441,0.341,0.35,0.361,11.2,5.6,28.5,1273,29.9,179,42.209,5.5,226,45.3,381,20,10,51,16.700000000000003,0.464,29518,-6.8221,7.2938,0.2606,119.2079,"Wood, James",7,James Wood*,NA
HIG,avail,Yasmani Grandal,2024,B,PIT,35,1.1038,69,236,518735,2024,209,46,10,0,8,45,23,19.1,9.7,0.22,0.383,0.296,0.679,0.242,25,0,1,310,210,7,0,0,3,1,22,583,0.239,0.416,0.298,0.319,0.315,9.5,6.5,24.4,926,20.5,168,23.271,3.6,139,40.4,190,16,11,41,9.400000000000002,0.483,11368,7.3329,-4.5318,-1.0446,87.6514,"Grandal, Yasmani",2,Yasmani Grandal#,LWC
TB,KR,Jake Burger,2024,R,MIA,28,1.0895,129,545,669394,2024,501,123,20,1,27,143,31,26.2,5.7,0.246,0.451,0.299,0.75,0.287,68,1,1,580,300,11,9,2,0,4,63,1309,0.259,0.483,0.321,0.339,0.313,12.4,7.7,23.5,1967,30.2,362,66.074,4.5,359,43.6,594,45,28,85,20.5,0.505,22275,-9.3351,1.6437,-0.444,103.2013,"Burger, Jake",53,Jake Burger,FMB
HAL,WC,Zach McKinstry,2024,L,DET,29,1.0886,111,315,656716,2024,288,63,14,5,4,69,23,21.9,7.3,0.219,0.344,0.279,0.623,0.272,22,0,16,398,211,3,2,0,0,1,31,788,0.24,0.366,0.274,0.294,0.301,4.1,8.1,30.3,1212,22.6,221,30.952,3.6,186,42.5,274,9,18,67,14.599999999999998,0.495,19392,3.5554,-3.4604,4.819,77.1356,"McKinstry, Zach",65479,Zach McKinstry*,LWC
GRF,SLB,Paul Goldschmidt,2024,R,STL,36,1.0855,147,629,502671,2024,576,141,30,1,21,163,47,25.9,7.5,0.245,0.41,0.304,0.714,0.306,60,0,11,843,462,19,2,2,0,0,67,1700,0.258,0.46,0.31,0.334,0.316,10.4,8.7,26.9,2621,27.5,413,69.478,4.1,383,46,721,43,36,111,18.4,0.504,9218,-10.246,-0.2994,-0.0057,99.6099,"Goldschmidt, Paul",3,Paul Goldschmidt,JFS
RAC,SSF,Mauricio Dubon,2024,R,HOU,29,1.0788,131,410,643289,2024,386,104,23,0,4,53,14,12.9,3.4,0.269,0.36,0.295,0.655,0.299,46,2,3,353,152,6,2,0,3,5,44,980,0.249,0.332,0.285,0.27,0.279,2.6,3.2,25.2,1380,19.3,341,40.67,3.7,239,31,266,9,11,86,9.5,0.557,16530,5.1955,-8.352,-1.5642,85.5982,"Dubón, Mauricio",7843956,Mauricio Dubon,STL
GRF,IR,Luis Arraez,2024,L,- - -,27,1.0768,143,651,650333,2024,616,195,28,2,4,28,24,4.3,3.7,0.317,0.388,0.35,0.738,0.326,43,3,9,664,461,18,8,3,2,1,81,1614,0.315,0.408,0.323,0.329,0.349,1.7,3.6,33.2,2338,6.9,591,79.989,4.9,381,38.5,161,10,21,196,0.5999999999999996,0.496,18568,-17.7199,6.3532,-0.9154,109.3308,"Arraez, Luis",34,Luis Arraez*,TBT
SV,MVR,Jesus Sanchez,2024,L,MIA,26,1.0738,141,505,660821,2024,461,114,24,1,17,128,37,25.3,7.3,0.247,0.414,0.308,0.722,0.305,62,2,14,577,241,12,4,2,1,2,53,1217,0.267,0.48,0.313,0.345,0.326,12.2,7.1,22.6,1868,30.8,336,58.628,4.3,331,41.9,575,41,24,76,18,0.501,19913,-5.0097,-1.4935,0.1304,97.3127,"Sánchez, Jesús",97,Jesus Sanchez*,ANG
RAM,CW,Tommy Edman,2024,B,LAD,29,1.0468,29,122,669242,2024,113,31,4,1,6,23,8,18.9,6.6,0.274,0.487,0.32,0.807,0.294,19,0,6,149,67,0,0,0,0,1,18,266,0.238,0.362,0.344,0.285,0.288,4.4,5.5,26.4,447,22.3,91,19.41,6.3,100,36.3,100,4,5,24,12.299999999999999,0.447,19470,1.3179,4.7498,1.3616,123.2089,"Edman, Tommy",86,Tommy Edman#,OCG
WHI,avail,Nick Gonzales,2024,R,PIT,25,1.0215,87,362,693304,2024,338,92,18,3,5,68,15,18.8,4.1,0.272,0.388,0.307,0.695,0.323,47,3,5,388,137,7,4,1,1,4,38,840,0.274,0.408,0.301,0.315,0.313,7.6,4.4,26.5,1270,24.9,275,39.306,4.1,226,38.5,316,21,12,73,14.700000000000001,0.495,27490,2.1679,-4.3873,0.1699,89.4793,"Gonzales, Nick",465,Nick Gonzales,TBT
PR,MVR,Ronald Acuna Jr.,2024,R,ATL,26,1.0204,49,222,660670,2024,192,48,8,1,4,53,27,23.9,12.2,0.25,0.365,0.351,0.716,0.326,15,3,16,345,115,4,3,0,0,0,38,540,0.262,0.43,0.322,0.348,0.362,9.4,6.5,24.5,905,27.5,139,27.543,4.9,158,40.4,249,13,9,34,11.7,0.473,18401,-1.3774,3.838,2.5555,104.8279,"Acuña Jr., Ronald",9,Ronald Acuna Jr.,RAH
avail,OCS,Pavin Smith,2024,L,ARI,28,1.0132,54,144,656976,2024,124,35,11,0,8,26,17,18.1,11.8,0.282,0.565,0.361,0.926,0.29,33,0,1,205,117,4,0,0,0,3,24,328,0.301,0.533,0.389,0.398,0.384,13.9,3,26.7,575,20.8,101,25.5,7.2,133,43.6,120,14,3,27,6.300000000000001,0.417,19892,-1.9925,6.9973,-1.5596,149.6597,"Smith, Pavin",793,Pavin Smith*,avail
GH,SB,Michael Conforto,2024,L,SFG,31,1.01,124,466,624424,2024,418,97,26,3,18,115,41,24.7,8.8,0.232,0.438,0.305,0.743,0.274,62,1,0,640,339,15,4,1,0,3,51,1180,0.253,0.475,0.32,0.345,0.326,11.4,9.2,22.9,1887,25.7,306,52.996,4.2,307,43.5,485,35,28,70,15.899999999999999,0.484,16376,-8.0524,2.2368,-1.6843,107.0319,"Conforto, Michael",7,Michael Conforto*,WAW
GH,NB,Brayan Rocchio,2024,B,CLE,23,0.9994,137,427,677587,2024,370,77,16,0,8,84,42,19.7,9.8,0.208,0.316,0.299,0.615,0.244,36,6,10,545,250,10,8,1,2,5,50,1018,0.216,0.315,0.276,0.28,0.307,4.1,3.8,21.8,1612,23.8,293,36.024,3.1,241,29.7,384,12,11,64,9.899999999999999,0.524,23690,7.9368,-12.4283,-2.1824,79.1266,"Rocchio, Brayan",6,Brayan Rocchio#,RAH
SV,VM,Connor Wong,2024,R,BOS,28,0.9922,120,465,657136,2024,428,122,23,1,13,109,25,23.4,5.4,0.285,0.435,0.336,0.771,0.354,49,7,7,557,253,7,9,1,1,2,53,1177,0.237,0.366,0.335,0.291,0.293,6.2,5.3,24.5,1780,28.8,322,61.008,5.1,303,36,513,20,17,79,18,0.531,19896,-12.3762,6.5517,-0.3528,112.9167,"Wong, Connor",234,Connor Wong,OBS
STE,NB,Mike Trout,2024,R,LAA,32,0.9752,29,126,545361,2024,109,24,1,2,10,27,16,21.4,12.7,0.22,0.541,0.325,0.866,0.194,14,1,6,223,96,0,1,1,0,0,17,340,0.273,0.599,0.365,0.406,0.371,17.1,6.1,19.5,574,20.5,82,21.041,6.6,102,42.7,118,14,5,16,8.7,0.47,10155,-1.52,6.7944,1.2175,138.5031,"Trout, Mike",8,Mike Trout,OCG
avail,avail,Jacob Stallings,2024,R,COL,34,0.9749,77,271,607732,2024,234,61,16,1,9,63,26,23.2,9.6,0.261,0.453,0.356,0.809,0.319,36,0,0,342,183,10,8,1,1,1,29,644,0.234,0.387,0.352,0.319,0.334,7.5,7.5,27.2,1031,29.4,173,36.399,5.3,187,42.2,303,13,13,47,13.6,0.483,13723,-0.4907,0.8681,-3.4623,113.3538,"Stallings, Jacob",2,Jacob Stallings,avail
PR,avail,Jonny Deluca,2024,R,TBR,25,0.9737,101,344,676356,2024,315,67,12,4,6,76,23,22.1,6.7,0.213,0.333,0.275,0.608,0.262,31,6,16,373,172,1,4,1,2,0,29,857,0.232,0.326,0.268,0.275,0.292,4.1,4.6,25.7,1267,24.1,241,30.632,3.2,197,34.4,305,10,11,62,15.400000000000002,0.546,26365,5.9053,-7.8882,1.4815,76.3061,"DeLuca, Jonny",987,Jonny Deluca,OBS
GNB,OCS,Ozzie Albies,2024,B,ATL,27,0.973,91,404,645277,2024,371,94,28,1,8,61,24,15.1,5.9,0.253,0.399,0.304,0.703,0.281,46,1,8,484,137,5,5,0,0,4,47,1004,0.251,0.389,0.306,0.303,0.304,5.7,4.8,25.5,1545,20.5,314,46.852,4.4,264,36,317,18,15,80,9.2,0.504,16556,-1.2608,-2.8364,0.0977,93.9307,"Albies, Ozzie",4,Ozzie Albies#,HAM
ALA,SIP,Max Kepler,2024,L,MIN,31,0.9328,105,399,596146,2024,368,93,21,1,8,80,22,20.1,5.5,0.253,0.38,0.302,0.682,0.3,42,0,1,479,196,3,5,0,0,3,43,979,0.247,0.387,0.298,0.302,0.301,6.2,7.2,24.1,1498,24.4,291,43.831,4.2,242,37.5,366,18,21,70,14.600000000000001,0.508,12144,-0.4886,-3.7185,-0.8448,93.7348,"Kepler, Max",9,Max Kepler*,GDJ
HAR,SLB,Ramon Laureano,2024,R,- - -,29,0.9114,90,280,657656,2024,258,68,15,1,10,86,14,30.7,5,0.264,0.446,0.318,0.764,0.356,30,3,7,332,152,3,7,0,0,1,32,690,0.244,0.453,0.331,0.324,0.3,12.7,7.5,26.6,1061,32.2,173,36.941,5.1,189,46.8,342,22,13,46,25.7,0.498,17128,-3.7572,3.2404,-0.948,111.9211,"Laureano, Ramón",978,Ramon Laureano,NYZ
HOM,MVR,Jorge Soler,2024,R,- - -,32,0.9095,134,550,624585,2024,474,113,31,1,21,137,65,24.9,11.8,0.238,0.441,0.334,0.775,0.287,62,0,1,800,374,9,5,0,0,4,81,1374,0.247,0.453,0.337,0.348,0.343,12.6,7.3,22.6,2248,28.8,341,72.966,5.3,393,42.5,647,43,25,77,13.099999999999998,0.482,14221,-17.2882,7.6833,-3.9454,117.6692,"Soler, Jorge",97,Jorge Soler,FMB
avail,avail,Luis Torrens,2024,R,NYM,28,0.9042,43,124,620443,2024,112,27,8,0,3,27,9,21.8,7.3,0.241,0.393,0.306,0.699,0.289,15,1,0,159,90,5,2,0,0,1,14,317,0.271,0.425,0.306,0.332,0.336,7,8.1,32.6,493,20.7,86,12.227,3.6,75,47.7,102,6,7,28,14.5,0.477,15905,5.7998,-1.1823,-1.0433,99.0633,"Torrens, Luis",2,Luis Torrens,avail
CAM,SSF,Mike Tauchman,2024,L,CHC,33,0.8915,103,334,643565,2024,287,71,12,1,6,67,42,20.1,12.6,0.247,0.359,0.35,0.709,0.302,26,1,6,544,208,7,4,0,0,1,49,888,0.242,0.377,0.319,0.324,0.347,6.8,5,26.2,1458,22.5,221,38.705,4.6,216,38,328,15,11,58,7.500000000000002,0.494,15274,-5.8369,3.2948,0.6368,106.6505,"Tauchman, Mike",978,Mike Tauchman*,RAH
RM,HOB,Leody Taveras,2024,B,TEX,25,0.8894,144,506,665750,2024,459,104,17,3,11,105,40,20.8,7.9,0.227,0.349,0.286,0.635,0.268,43,6,20,648,287,7,0,0,3,4,55,1211,0.246,0.381,0.279,0.301,0.306,5.8,5.5,24.4,1915,25.5,361,47.75,3.4,297,35.7,488,21,20,88,12.9,0.498,18900,2.3941,-10.5779,1.0212,80.0591,"Taveras, Leody",8,Leody Taveras#,STL
RM,CW,Oswaldo Cabrera,2024,B,NYY,25,0.8734,104,318,665828,2024,291,72,10,0,8,61,21,19.2,6.6,0.247,0.364,0.297,0.661,0.284,36,2,4,403,206,6,1,0,2,3,44,788,0.25,0.34,0.29,0.286,0.304,3.8,6,28.9,1238,18.4,235,31.479,3.7,198,38.7,228,9,14,68,12.6,0.49,21707,2.8289,-4.9211,-0.4337,87.7245,"Cabrera, Oswaldo",54369,Oswaldo Cabrera#,ANG
RM,IR,Ceddanne Rafaela,2024,R,BOS,23,0.8551,146,549,678882,2024,523,129,22,5,15,146,15,26.6,2.7,0.247,0.394,0.274,0.668,0.312,70,8,19,492,217,7,6,1,2,3,68,1440,0.234,0.379,0.287,0.277,0.263,7.6,5.2,23.6,1985,33,382,55.003,3.6,356,36.4,655,29,20,90,23.900000000000002,0.585,24262,1.4282,-11.373,1.4565,79.6713,"Rafaela, Ceddanne",6845,Ceddanne Rafaela,ILK
RAM,CB,Andrew McCutchen,2024,R,PIT,37,0.8373,115,496,457705,2024,429,102,18,1,20,127,58,25.6,11.7,0.238,0.424,0.337,0.761,0.289,50,2,3,753,398,9,7,1,0,2,66,1274,0.235,0.442,0.333,0.338,0.335,12.2,5.9,18.8,2084,29,304,63.293,5,335,36.9,604,37,18,57,13.900000000000002,0.504,9847,-12.4225,3.9262,-2.8183,111.3635,"McCutchen, Andrew",9,Andrew McCutchen,WWL
RM,IR,Masataka Yoshida,2024,L,BOS,30,0.8368,103,400,807799,2024,359,102,20,0,10,51,26,12.8,6.5,0.284,0.423,0.352,0.775,0.307,54,0,1,503,291,5,13,0,0,2,42,970,0.259,0.401,0.341,0.324,0.332,5.5,7.4,27.1,1517,14.6,310,55.658,5.7,273,40,221,17,23,84,6.300000000000001,0.476,31837,-10.3763,5.2046,-2.669,117.1231,"Yoshida, Masataka",,Masataka Yoshida*,JFS
HIG,SIP,Nicky Lopez,2024,L,CHW,29,0.8359,121,438,670032,2024,391,95,12,3,1,67,37,15.3,8.4,0.243,0.297,0.315,0.612,0.291,21,7,5,548,259,3,4,0,6,0,40,1038,0.231,0.296,0.277,0.272,0.304,1.5,1.5,23.6,1608,19.5,330,38.082,3.3,218,26.6,314,5,5,78,6.9,0.536,19339,5.0209,-11.4638,-0.4629,78.1515,"Lopez, Nicky",46,Nicky Lopez*,avail
VAN,SLB,Orlando Arcia,2024,R,ATL,29,0.8356,149,580,606115,2024,531,115,23,0,17,123,39,21.2,6.7,0.217,0.356,0.269,0.625,0.246,46,0,2,733,337,15,2,1,1,7,48,1428,0.211,0.337,0.272,0.266,0.267,5.5,6.7,18.8,2240,26.7,416,49.739,3.1,295,31,598,23,28,78,14.5,0.522,13185,9.4573,-20.7852,-0.9984,71.4899,"Arcia, Orlando",6,Orlando Arcia,WAW
CC,HOB,Mark Canha,2024,R,- - -,35,0.8187,122,456,592192,2024,387,92,19,0,7,95,51,20.8,11.2,0.238,0.341,0.342,0.683,0.293,42,0,6,655,419,10,13,2,0,5,45,1216,0.212,0.309,0.307,0.289,0.324,3.4,4.7,22.9,1925,21.8,297,49.256,4.3,272,31,420,10,14,68,9.600000000000001,0.536,11445,-7.9871,0.7561,0.6449,100.2236,"Canha, Mark",379,Mark Canha,SEA
NA,NA,Jhonkensy Noel,2024,R,CLE,22,0.793,61,187,678877,2024,168,38,7,1,13,60,13,32.1,7,0.226,0.512,0.299,0.811,0.26,28,0,0,183,110,1,5,0,0,1,25,477,0.22,0.449,0.345,0.329,0.298,15.6,4.6,14.7,690,34.4,109,26.824,5.5,143,34.9,237,17,5,16,25.1,0.581,24257,-3.8355,5.3155,-0.5509,127.2899,"Noel, Jhonkensy",93,Jhonkensy Noel,NA
ALA,SR,Ramon Urias,2024,R,BAL,30,0.7873,93,275,602104,2024,246,62,9,2,10,51,23,18.5,8.4,0.252,0.427,0.327,0.754,0.28,35,1,1,372,146,0,5,0,0,1,33,665,0.247,0.441,0.329,0.333,0.325,9.2,5.1,24,1060,27.2,196,36.674,5.3,191,38.3,288,18,10,47,10.1,0.486,18795,-6.305,4.8062,-0.6924,117.3937,"Urías, Ramón",534,Ramon Urias,TBT
